LedgerLineId,PostingDate,FinancialMonth,CostCentreCode,AccountCode,AccountDescription,SpendType,AmountGBP,Description,SourceDocumentRef
LW-00005719,2026-04-19,2026-04,CC-URG-401,7200,Equipment,non-pay,1054.28,Demo posting Equipment,DEMO-INV-50377
LW-00005720,2026-04-26,2026-04,CC-PAL-330,6100,Agency nursing,pay,2397.03,Demo posting Agency nursing,DEMO-INV-18485
LW-00005721,2026-04-29,2026-04,CC-MH-210,6200,Bank staff,pay,1432.1,Demo posting Bank staff,DEMO-INV-37055
LW-00005722,2026-04-02,2026-04,CC-URG-401,7200,Equipment,non-pay,875.86,Demo posting Equipment,DEMO-INV-91068
LW-00005723,2026-04-29,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,1862.09,Demo posting Medical supplies,DEMO-INV-45865
LW-00005724,2026-04-18,2026-04,CC-PAL-330,7200,Equipment,non-pay,1755.82,Demo posting Equipment,DEMO-INV-11302
LW-00005725,2026-04-18,2026-04,CC-URG-401,6100,Agency nursing,pay,929.89,Demo posting Agency nursing,DEMO-INV-18199
LW-00005726,2026-04-06,2026-04,CC-URG-401,7100,Medical supplies,non-pay,2057.28,Demo posting Medical supplies,DEMO-INV-16434
LW-00005727,2026-04-07,2026-04,CC-URG-401,7100,Medical supplies,non-pay,233.33,Demo posting Medical supplies,DEMO-INV-76261
LW-00005728,2026-04-19,2026-04,CC-PAL-330,6100,Agency nursing,pay,1185.61,Demo posting Agency nursing,DEMO-INV-93371
LW-00005729,2026-04-28,2026-04,CC-MH-210,7100,Medical supplies,non-pay,1972.68,Demo posting Medical supplies,DEMO-INV-30688
LW-00005730,2026-04-18,2026-04,CC-MH-210,6100,Agency nursing,pay,512.94,Demo posting Agency nursing,DEMO-INV-84592
LW-00005731,2026-04-21,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,746.95,Demo posting Medical supplies,DEMO-INV-11974
LW-00005732,2026-04-21,2026-04,CC-CORP-900,7100,Medical supplies,non-pay,2230.92,Demo posting Medical supplies,DEMO-INV-59398
LW-00005733,2026-04-13,2026-04,CC-MH-210,7200,Equipment,non-pay,161.54,Demo posting Equipment,DEMO-INV-36498
LW-00005734,2026-04-04,2026-04,CC-DEN-115,7100,Medical supplies,non-pay,1904.73,Demo posting Medical supplies,DEMO-INV-50440
LW-00005735,2026-04-27,2026-04,CC-DEN-115,6100,Agency nursing,pay,1378.05,Demo posting Agency nursing,DEMO-INV-37017
LW-00005736,2026-04-30,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,337.24,Demo posting Medical supplies,DEMO-INV-54500
LW-00005737,2026-04-17,2026-04,CC-CORP-900,7100,Medical supplies,non-pay,293.92,Demo posting Medical supplies,DEMO-INV-91723
LW-00005738,2026-04-11,2026-04,CC-URG-401,7200,Equipment,non-pay,1675.72,Demo posting Equipment,DEMO-INV-69304
LW-00005739,2026-04-30,2026-04,CC-PAL-330,6100,Agency nursing,pay,350.49,Demo posting Agency nursing,DEMO-INV-46246
LW-00005740,2026-04-07,2026-04,CC-MH-210,7100,Medical supplies,non-pay,543.05,Demo posting Medical supplies,DEMO-INV-85569
LW-00005741,2026-04-28,2026-04,CC-PAL-330,6200,Bank staff,pay,2145.29,Demo posting Bank staff,DEMO-INV-74455
LW-00005742,2026-04-01,2026-04,CC-MH-210,6200,Bank staff,pay,1179.69,Demo posting Bank staff,DEMO-INV-30975
LW-00005743,2026-04-16,2026-04,CC-DEN-115,7200,Equipment,non-pay,701.28,Demo posting Equipment,DEMO-INV-97938
LW-00005744,2026-04-12,2026-04,CC-CORP-900,6100,Agency nursing,pay,709.42,Demo posting Agency nursing,DEMO-INV-60268
LW-00005745,2026-04-26,2026-04,CC-PAL-330,6100,Agency nursing,pay,1264.51,Demo posting Agency nursing,DEMO-INV-54329
LW-00005746,2026-04-15,2026-04,CC-CORP-900,6200,Bank staff,pay,980.05,Demo posting Bank staff,DEMO-INV-96418
LW-00005747,2026-04-28,2026-04,CC-CORP-900,7200,Equipment,non-pay,414.65,Demo posting Equipment,DEMO-INV-22952
LW-00005748,2026-04-17,2026-04,CC-URG-401,6200,Bank staff,pay,1918.0,Demo posting Bank staff,DEMO-INV-55760
LW-00005749,2026-04-21,2026-04,CC-CORP-900,7200,Equipment,non-pay,851.51,Demo posting Equipment,DEMO-INV-22730
LW-00005750,2026-04-29,2026-04,CC-DEN-115,6100,Agency nursing,pay,2047.17,Demo posting Agency nursing,DEMO-INV-85947
LW-00005751,2026-04-18,2026-04,CC-MH-210,6100,Agency nursing,pay,2313.34,Demo posting Agency nursing,DEMO-INV-40028
LW-00005752,2026-04-15,2026-04,CC-DEN-115,7200,Equipment,non-pay,251.4,Demo posting Equipment,DEMO-INV-84335
LW-00005753,2026-04-15,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,853.54,Demo posting Medical supplies,DEMO-INV-94791
LW-00005754,2026-04-12,2026-04,CC-DEN-115,6200,Bank staff,pay,1134.33,Demo posting Bank staff,DEMO-INV-21765
LW-00005755,2026-04-29,2026-04,CC-DEN-115,7200,Equipment,non-pay,329.22,Demo posting Equipment,DEMO-INV-71827
LW-00005756,2026-04-30,2026-04,CC-PAL-330,6200,Bank staff,pay,1093.3,Demo posting Bank staff,DEMO-INV-96481
LW-00005757,2026-04-10,2026-04,CC-CORP-900,6100,Agency nursing,pay,442.1,Demo posting Agency nursing,DEMO-INV-79945
LW-00005758,2026-04-29,2026-04,CC-URG-401,7100,Medical supplies,non-pay,1552.95,Demo posting Medical supplies,DEMO-INV-52571
LW-00005759,2026-04-15,2026-04,CC-URG-401,7100,Medical supplies,non-pay,1629.08,Demo posting Medical supplies,DEMO-INV-60805
LW-00005760,2026-04-09,2026-04,CC-MH-210,6200,Bank staff,pay,1222.18,Demo posting Bank staff,DEMO-INV-63669
LW-00005761,2026-04-15,2026-04,CC-CORP-900,6100,Agency nursing,pay,1272.81,Demo posting Agency nursing,DEMO-INV-27928
LW-00005762,2026-04-21,2026-04,CC-MH-210,7100,Medical supplies,non-pay,654.29,Demo posting Medical supplies,DEMO-INV-27981
LW-00005763,2026-04-21,2026-04,CC-PAL-330,7200,Equipment,non-pay,1947.06,Demo posting Equipment,DEMO-INV-34145
LW-00005764,2026-04-13,2026-04,CC-MH-210,7200,Equipment,non-pay,612.09,Demo posting Equipment,DEMO-INV-78938
LW-00005765,2026-04-25,2026-04,CC-URG-401,7100,Medical supplies,non-pay,2432.73,Demo posting Medical supplies,DEMO-INV-31940
LW-00005766,2026-04-14,2026-04,CC-MH-210,7100,Medical supplies,non-pay,2136.67,Demo posting Medical supplies,DEMO-INV-27121
LW-00005767,2026-04-18,2026-04,CC-DEN-115,6100,Agency nursing,pay,557.66,Demo posting Agency nursing,DEMO-INV-59009
LW-00005768,2026-04-08,2026-04,CC-PAL-330,6200,Bank staff,pay,257.85,Demo posting Bank staff,DEMO-INV-29619
LW-00005769,2026-04-11,2026-04,CC-CORP-900,6100,Agency nursing,pay,345.1,Demo posting Agency nursing,DEMO-INV-76471
LW-00005770,2026-04-18,2026-04,CC-MH-210,7100,Medical supplies,non-pay,2009.63,Demo posting Medical supplies,DEMO-INV-41846
LW-00005771,2026-04-09,2026-04,CC-DEN-115,7100,Medical supplies,non-pay,2304.49,Demo posting Medical supplies,DEMO-INV-89558
LW-00005772,2026-04-19,2026-04,CC-DEN-115,6100,Agency nursing,pay,427.12,Demo posting Agency nursing,DEMO-INV-19860
LW-00005773,2026-04-04,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,90.45,Demo posting Medical supplies,DEMO-INV-91704
LW-00005774,2026-04-30,2026-04,CC-CORP-900,6200,Bank staff,pay,1804.4,Demo posting Bank staff,DEMO-INV-22124
LW-00005775,2026-04-16,2026-04,CC-URG-401,7100,Medical supplies,non-pay,162.47,Demo posting Medical supplies,DEMO-INV-18895
LW-00005776,2026-04-18,2026-04,CC-DEN-115,7100,Medical supplies,non-pay,1924.81,Demo posting Medical supplies,DEMO-INV-58846
LW-00005777,2026-04-27,2026-04,CC-PAL-330,6100,Agency nursing,pay,1166.96,Demo posting Agency nursing,DEMO-INV-90227
LW-00005778,2026-04-28,2026-04,CC-PAL-330,6100,Agency nursing,pay,2057.38,Demo posting Agency nursing,DEMO-INV-63814
LW-00005779,2026-04-05,2026-04,CC-DEN-115,7100,Medical supplies,non-pay,2274.1,Demo posting Medical supplies,DEMO-INV-69242
LW-00005780,2026-04-05,2026-04,CC-PAL-330,7200,Equipment,non-pay,2376.44,Demo posting Equipment,DEMO-INV-39006
LW-00005781,2026-04-22,2026-04,CC-CORP-900,7100,Medical supplies,non-pay,2334.41,Demo posting Medical supplies,DEMO-INV-17186
LW-00005782,2026-04-15,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,1809.04,Demo posting Medical supplies,DEMO-INV-88177
LW-00005783,2026-04-30,2026-04,CC-CORP-900,7200,Equipment,non-pay,1751.12,Demo posting Equipment,DEMO-INV-44866
LW-00005784,2026-04-01,2026-04,CC-URG-401,6100,Agency nursing,pay,1459.64,Demo posting Agency nursing,DEMO-INV-54955
LW-00005785,2026-04-24,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,53.39,Demo posting Medical supplies,DEMO-INV-88351
LW-00005786,2026-04-27,2026-04,CC-URG-401,6100,Agency nursing,pay,2292.95,Demo posting Agency nursing,DEMO-INV-69410
LW-00005787,2026-04-28,2026-04,CC-MH-210,7100,Medical supplies,non-pay,1349.48,Demo posting Medical supplies,DEMO-INV-79685
LW-00005788,2026-04-23,2026-04,CC-DEN-115,7200,Equipment,non-pay,1903.54,Demo posting Equipment,DEMO-INV-68388
LW-00005789,2026-04-19,2026-04,CC-CORP-900,7200,Equipment,non-pay,1229.17,Demo posting Equipment,DEMO-INV-49336
LW-00005790,2026-04-10,2026-04,CC-URG-401,6200,Bank staff,pay,1025.41,Demo posting Bank staff,DEMO-INV-97099
LW-00005791,2026-04-30,2026-04,CC-PAL-330,7200,Equipment,non-pay,995.76,Demo posting Equipment,DEMO-INV-35234
LW-00005792,2026-04-18,2026-04,CC-PAL-330,7200,Equipment,non-pay,406.33,Demo posting Equipment,DEMO-INV-14557
LW-00005793,2026-04-27,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,674.73,Demo posting Medical supplies,DEMO-INV-48239
LW-00005794,2026-04-29,2026-04,CC-URG-401,6100,Agency nursing,pay,1398.93,Demo posting Agency nursing,DEMO-INV-53209
LW-00005795,2026-04-14,2026-04,CC-URG-401,6200,Bank staff,pay,1830.54,Demo posting Bank staff,DEMO-INV-40947
LW-00005796,2026-04-04,2026-04,CC-CORP-900,6100,Agency nursing,pay,1639.89,Demo posting Agency nursing,DEMO-INV-61195
LW-00005797,2026-04-17,2026-04,CC-MH-210,6100,Agency nursing,pay,2147.96,Demo posting Agency nursing,DEMO-INV-44166
LW-00005798,2026-04-16,2026-04,CC-CORP-900,6100,Agency nursing,pay,458.36,Demo posting Agency nursing,DEMO-INV-57443
LW-00005799,2026-04-02,2026-04,CC-URG-401,7200,Equipment,non-pay,1698.21,Demo posting Equipment,DEMO-INV-31612
LW-00005800,2026-04-25,2026-04,CC-URG-401,6100,Agency nursing,pay,2258.99,Demo posting Agency nursing,DEMO-INV-25253
LW-00005801,2026-04-07,2026-04,CC-DEN-115,7200,Equipment,non-pay,1914.69,Demo posting Equipment,DEMO-INV-44861
LW-00005802,2026-04-13,2026-04,CC-MH-210,7100,Medical supplies,non-pay,894.24,Demo posting Medical supplies,DEMO-INV-94894
LW-00005803,2026-04-23,2026-04,CC-CORP-900,6100,Agency nursing,pay,1094.1,Demo posting Agency nursing,DEMO-INV-59312
LW-00005804,2026-04-17,2026-04,CC-CORP-900,6100,Agency nursing,pay,998.73,Demo posting Agency nursing,DEMO-INV-53601
LW-00005805,2026-04-13,2026-04,CC-DEN-115,6100,Agency nursing,pay,2085.5,Demo posting Agency nursing,DEMO-INV-31831
LW-00005806,2026-04-03,2026-04,CC-DEN-115,6100,Agency nursing,pay,1813.4,Demo posting Agency nursing,DEMO-INV-75515
LW-00005807,2026-04-22,2026-04,CC-MH-210,7100,Medical supplies,non-pay,228.3,Demo posting Medical supplies,DEMO-INV-36535
LW-00005808,2026-04-06,2026-04,CC-PAL-330,7200,Equipment,non-pay,1579.28,Demo posting Equipment,DEMO-INV-30409
LW-00005809,2026-04-27,2026-04,CC-MH-210,7100,Medical supplies,non-pay,144.13,Demo posting Medical supplies,DEMO-INV-46181
LW-00005810,2026-04-08,2026-04,CC-CORP-900,6200,Bank staff,pay,194.84,Demo posting Bank staff,DEMO-INV-50620
LW-00005811,2026-04-05,2026-04,CC-MH-210,7200,Equipment,non-pay,2296.57,Demo posting Equipment,DEMO-INV-65357
LW-00005812,2026-04-25,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,988.48,Demo posting Medical supplies,DEMO-INV-52286
LW-00005813,2026-04-30,2026-04,CC-URG-401,6100,Agency nursing,pay,779.26,Demo posting Agency nursing,DEMO-INV-95889
LW-00005814,2026-04-30,2026-04,CC-MH-210,7200,Equipment,non-pay,397.87,Demo posting Equipment,DEMO-INV-42246
LW-00005815,2026-04-03,2026-04,CC-MH-210,6200,Bank staff,pay,991.74,Demo posting Bank staff,DEMO-INV-11358
LW-00005816,2026-04-16,2026-04,CC-URG-401,7200,Equipment,non-pay,301.98,Demo posting Equipment,DEMO-INV-67575
LW-00005817,2026-04-13,2026-04,CC-PAL-330,6100,Agency nursing,pay,1088.02,Demo posting Agency nursing,DEMO-INV-39062
LW-00005818,2026-04-13,2026-04,CC-MH-210,7200,Equipment,non-pay,75.73,Demo posting Equipment,DEMO-INV-56561
LW-00005819,2026-04-25,2026-04,CC-URG-401,6200,Bank staff,pay,2363.17,Demo posting Bank staff,DEMO-INV-82534
LW-00005820,2026-04-22,2026-04,CC-CORP-900,6100,Agency nursing,pay,2208.17,Demo posting Agency nursing,DEMO-INV-21897
LW-00005821,2026-04-15,2026-04,CC-DEN-115,6200,Bank staff,pay,1191.82,Demo posting Bank staff,DEMO-INV-99437
LW-00005822,2026-04-27,2026-04,CC-URG-401,7100,Medical supplies,non-pay,132.72,Demo posting Medical supplies,DEMO-INV-54866
LW-00005823,2026-04-11,2026-04,CC-CORP-900,7100,Medical supplies,non-pay,388.27,Demo posting Medical supplies,DEMO-INV-38250
LW-00005824,2026-04-26,2026-04,CC-URG-401,7100,Medical supplies,non-pay,967.78,Demo posting Medical supplies,DEMO-INV-68700
LW-00005825,2026-04-22,2026-04,CC-CORP-900,6100,Agency nursing,pay,1327.19,Demo posting Agency nursing,DEMO-INV-52261
LW-00005826,2026-04-11,2026-04,CC-CORP-900,7100,Medical supplies,non-pay,2137.63,Demo posting Medical supplies,DEMO-INV-47066
LW-00005827,2026-04-28,2026-04,CC-URG-401,7100,Medical supplies,non-pay,502.55,Demo posting Medical supplies,DEMO-INV-85756
LW-00005828,2026-04-13,2026-04,CC-CORP-900,7100,Medical supplies,non-pay,1368.7,Demo posting Medical supplies,DEMO-INV-99604
LW-00005829,2026-04-03,2026-04,CC-DEN-115,6100,Agency nursing,pay,1762.8,Demo posting Agency nursing,DEMO-INV-16746
LW-00005830,2026-04-04,2026-04,CC-CORP-900,6200,Bank staff,pay,1841.0,Demo posting Bank staff,DEMO-INV-59484
LW-00005831,2026-04-27,2026-04,CC-CORP-900,6200,Bank staff,pay,1541.65,Demo posting Bank staff,DEMO-INV-46288
LW-00005832,2026-04-28,2026-04,CC-PAL-330,6200,Bank staff,pay,434.48,Demo posting Bank staff,DEMO-INV-81351
LW-00005833,2026-04-25,2026-04,CC-CORP-900,6100,Agency nursing,pay,1633.0,Demo posting Agency nursing,DEMO-INV-38196
LW-00005834,2026-04-28,2026-04,CC-PAL-330,6200,Bank staff,pay,1380.34,Demo posting Bank staff,DEMO-INV-11099
LW-00005835,2026-04-26,2026-04,CC-PAL-330,6100,Agency nursing,pay,279.14,Demo posting Agency nursing,DEMO-INV-45632
LW-00005836,2026-04-15,2026-04,CC-URG-401,7200,Equipment,non-pay,363.72,Demo posting Equipment,DEMO-INV-37243
LW-00005837,2026-04-15,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,1877.72,Demo posting Medical supplies,DEMO-INV-17919
LW-00005838,2026-04-14,2026-04,CC-CORP-900,6200,Bank staff,pay,1390.67,Demo posting Bank staff,DEMO-INV-48229
LW-00005839,2026-04-22,2026-04,CC-CORP-900,7100,Medical supplies,non-pay,964.84,Demo posting Medical supplies,DEMO-INV-85519
LW-00005840,2026-04-30,2026-04,CC-CORP-900,7200,Equipment,non-pay,1684.38,Demo posting Equipment,DEMO-INV-91684
LW-00005841,2026-04-01,2026-04,CC-DEN-115,6200,Bank staff,pay,942.27,Demo posting Bank staff,DEMO-INV-32560
LW-00005842,2026-04-04,2026-04,CC-PAL-330,6200,Bank staff,pay,1206.98,Demo posting Bank staff,DEMO-INV-27834
LW-00005843,2026-04-11,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,2160.74,Demo posting Medical supplies,DEMO-INV-35566
LW-00005844,2026-04-09,2026-04,CC-URG-401,7100,Medical supplies,non-pay,629.21,Demo posting Medical supplies,DEMO-INV-96985
LW-00005845,2026-04-21,2026-04,CC-MH-210,7100,Medical supplies,non-pay,1424.89,Demo posting Medical supplies,DEMO-INV-81429
LW-00005846,2026-04-20,2026-04,CC-DEN-115,7100,Medical supplies,non-pay,189.43,Demo posting Medical supplies,DEMO-INV-51639
LW-00005847,2026-04-27,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,1417.58,Demo posting Medical supplies,DEMO-INV-10934
LW-00005848,2026-04-08,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,699.15,Demo posting Medical supplies,DEMO-INV-26751
LW-00005849,2026-04-05,2026-04,CC-CORP-900,6100,Agency nursing,pay,1546.73,Demo posting Agency nursing,DEMO-INV-73736
LW-00005850,2026-04-02,2026-04,CC-CORP-900,6100,Agency nursing,pay,844.77,Demo posting Agency nursing,DEMO-INV-25660
LW-00005851,2026-04-24,2026-04,CC-DEN-115,7200,Equipment,non-pay,2414.89,Demo posting Equipment,DEMO-INV-65715
LW-00005852,2026-04-15,2026-04,CC-URG-401,7200,Equipment,non-pay,770.83,Demo posting Equipment,DEMO-INV-84594
LW-00005853,2026-04-28,2026-04,CC-MH-210,6100,Agency nursing,pay,169.21,Demo posting Agency nursing,DEMO-INV-53106
LW-00005854,2026-04-07,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,1572.3,Demo posting Medical supplies,DEMO-INV-41727
LW-00005855,2026-04-26,2026-04,CC-URG-401,7200,Equipment,non-pay,802.62,Demo posting Equipment,DEMO-INV-91899
LW-00005856,2026-04-01,2026-04,CC-DEN-115,6100,Agency nursing,pay,1399.13,Demo posting Agency nursing,DEMO-INV-50042
LW-00005857,2026-04-12,2026-04,CC-URG-401,6100,Agency nursing,pay,1997.7,Demo posting Agency nursing,DEMO-INV-17216
LW-00005858,2026-04-09,2026-04,CC-PAL-330,7200,Equipment,non-pay,2013.35,Demo posting Equipment,DEMO-INV-77663
LW-00005859,2026-04-01,2026-04,CC-MH-210,6100,Agency nursing,pay,917.2,Demo posting Agency nursing,DEMO-INV-93862
LW-00005860,2026-04-25,2026-04,CC-URG-401,6100,Agency nursing,pay,2386.19,Demo posting Agency nursing,DEMO-INV-41451
LW-00005861,2026-04-08,2026-04,CC-PAL-330,6100,Agency nursing,pay,2141.44,Demo posting Agency nursing,DEMO-INV-96635
LW-00005862,2026-04-08,2026-04,CC-MH-210,7200,Equipment,non-pay,868.27,Demo posting Equipment,DEMO-INV-36571
LW-00005863,2026-04-21,2026-04,CC-URG-401,6100,Agency nursing,pay,530.17,Demo posting Agency nursing,DEMO-INV-55333
LW-00005864,2026-04-08,2026-04,CC-MH-210,7100,Medical supplies,non-pay,2136.0,Demo posting Medical supplies,DEMO-INV-48165
LW-00005865,2026-04-13,2026-04,CC-URG-401,6100,Agency nursing,pay,1172.68,Demo posting Agency nursing,DEMO-INV-15078
LW-00005866,2026-04-10,2026-04,CC-MH-210,7100,Medical supplies,non-pay,1093.84,Demo posting Medical supplies,DEMO-INV-84609
LW-00005867,2026-04-14,2026-04,CC-MH-210,6200,Bank staff,pay,2292.69,Demo posting Bank staff,DEMO-INV-13551
LW-00005868,2026-04-07,2026-04,CC-MH-210,7200,Equipment,non-pay,1182.95,Demo posting Equipment,DEMO-INV-72352
LW-00005869,2026-04-21,2026-04,CC-CORP-900,7200,Equipment,non-pay,1211.57,Demo posting Equipment,DEMO-INV-98148
LW-00005870,2026-04-06,2026-04,CC-CORP-900,6100,Agency nursing,pay,2399.8,Demo posting Agency nursing,DEMO-INV-76457
LW-00005871,2026-04-01,2026-04,CC-CORP-900,6200,Bank staff,pay,772.12,Demo posting Bank staff,DEMO-INV-11708
LW-00005872,2026-04-23,2026-04,CC-CORP-900,6200,Bank staff,pay,256.78,Demo posting Bank staff,DEMO-INV-95571
LW-00005873,2026-04-22,2026-04,CC-DEN-115,6200,Bank staff,pay,2167.53,Demo posting Bank staff,DEMO-INV-91281
LW-00005874,2026-04-05,2026-04,CC-MH-210,7100,Medical supplies,non-pay,1398.18,Demo posting Medical supplies,DEMO-INV-77978
LW-00005875,2026-04-11,2026-04,CC-DEN-115,7200,Equipment,non-pay,1677.48,Demo posting Equipment,DEMO-INV-71663
LW-00005876,2026-04-15,2026-04,CC-URG-401,7100,Medical supplies,non-pay,1085.65,Demo posting Medical supplies,DEMO-INV-48021
LW-00005877,2026-04-29,2026-04,CC-CORP-900,7200,Equipment,non-pay,1303.71,Demo posting Equipment,DEMO-INV-61571
LW-00005878,2026-04-30,2026-04,CC-PAL-330,6100,Agency nursing,pay,1461.7,Demo posting Agency nursing,DEMO-INV-66819
LW-00005879,2026-04-30,2026-04,CC-PAL-330,7200,Equipment,non-pay,1834.46,Demo posting Equipment,DEMO-INV-39959
LW-00005880,2026-04-10,2026-04,CC-URG-401,6200,Bank staff,pay,1487.08,Demo posting Bank staff,DEMO-INV-36492
LW-00005881,2026-04-19,2026-04,CC-CORP-900,7200,Equipment,non-pay,1616.39,Demo posting Equipment,DEMO-INV-13800
LW-00005882,2026-04-05,2026-04,CC-URG-401,6200,Bank staff,pay,209.97,Demo posting Bank staff,DEMO-INV-74692
LW-00005883,2026-04-06,2026-04,CC-URG-401,7200,Equipment,non-pay,1753.1,Demo posting Equipment,DEMO-INV-71954
LW-00005884,2026-04-04,2026-04,CC-CORP-900,7100,Medical supplies,non-pay,1934.52,Demo posting Medical supplies,DEMO-INV-70231
LW-00005885,2026-04-17,2026-04,CC-DEN-115,6100,Agency nursing,pay,1915.73,Demo posting Agency nursing,DEMO-INV-47577
LW-00005886,2026-04-26,2026-04,CC-CORP-900,6100,Agency nursing,pay,1560.8,Demo posting Agency nursing,DEMO-INV-20535
LW-00005887,2026-04-23,2026-04,CC-CORP-900,6200,Bank staff,pay,1398.65,Demo posting Bank staff,DEMO-INV-56445
LW-00005888,2026-04-25,2026-04,CC-PAL-330,6200,Bank staff,pay,2038.38,Demo posting Bank staff,DEMO-INV-96504
LW-00005889,2026-04-09,2026-04,CC-CORP-900,6200,Bank staff,pay,112.91,Demo posting Bank staff,DEMO-INV-42176
LW-00005890,2026-04-30,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,557.8,Demo posting Medical supplies,DEMO-INV-16808
LW-00005891,2026-04-11,2026-04,CC-PAL-330,6100,Agency nursing,pay,1626.04,Demo posting Agency nursing,DEMO-INV-11464
LW-00005892,2026-04-09,2026-04,CC-CORP-900,6200,Bank staff,pay,1649.92,Demo posting Bank staff,DEMO-INV-88345
LW-00005893,2026-04-21,2026-04,CC-DEN-115,6200,Bank staff,pay,384.46,Demo posting Bank staff,DEMO-INV-78163
LW-00005894,2026-04-24,2026-04,CC-MH-210,7100,Medical supplies,non-pay,1121.43,Demo posting Medical supplies,DEMO-INV-14264
LW-00005895,2026-04-20,2026-04,CC-URG-401,6100,Agency nursing,pay,1949.55,Demo posting Agency nursing,DEMO-INV-33992
LW-00005896,2026-04-08,2026-04,CC-PAL-330,7200,Equipment,non-pay,988.6,Demo posting Equipment,DEMO-INV-90964
LW-00005897,2026-04-15,2026-04,CC-PAL-330,6100,Agency nursing,pay,1500.93,Demo posting Agency nursing,DEMO-INV-99298
LW-00005898,2026-04-09,2026-04,CC-DEN-115,7100,Medical supplies,non-pay,102.16,Demo posting Medical supplies,DEMO-INV-42182
LW-00005899,2026-04-17,2026-04,CC-PAL-330,7200,Equipment,non-pay,1966.92,Demo posting Equipment,DEMO-INV-57559
LW-00005900,2026-04-27,2026-04,CC-MH-210,7100,Medical supplies,non-pay,884.09,Demo posting Medical supplies,DEMO-INV-57364
LW-00005901,2026-04-22,2026-04,CC-URG-401,6100,Agency nursing,pay,1052.47,Demo posting Agency nursing,DEMO-INV-85432
LW-00005902,2026-04-12,2026-04,CC-DEN-115,7200,Equipment,non-pay,469.99,Demo posting Equipment,DEMO-INV-14737
LW-00005903,2026-04-30,2026-04,CC-CORP-900,6200,Bank staff,pay,1161.03,Demo posting Bank staff,DEMO-INV-52624
LW-00005904,2026-04-08,2026-04,CC-CORP-900,7200,Equipment,non-pay,1614.9,Demo posting Equipment,DEMO-INV-48458
LW-00005905,2026-04-08,2026-04,CC-MH-210,7200,Equipment,non-pay,1455.49,Demo posting Equipment,DEMO-INV-82472
LW-00005906,2026-04-22,2026-04,CC-MH-210,6100,Agency nursing,pay,59.54,Demo posting Agency nursing,DEMO-INV-64857
LW-00005907,2026-04-18,2026-04,CC-CORP-900,6100,Agency nursing,pay,941.63,Demo posting Agency nursing,DEMO-INV-51621
LW-00005908,2026-04-13,2026-04,CC-CORP-900,6100,Agency nursing,pay,1198.21,Demo posting Agency nursing,DEMO-INV-75236
LW-00005909,2026-04-28,2026-04,CC-DEN-115,7100,Medical supplies,non-pay,1755.88,Demo posting Medical supplies,DEMO-INV-97543
LW-00005910,2026-04-07,2026-04,CC-PAL-330,6200,Bank staff,pay,2074.3,Demo posting Bank staff,DEMO-INV-92918
LW-00005911,2026-04-08,2026-04,CC-PAL-330,7200,Equipment,non-pay,1285.71,Demo posting Equipment,DEMO-INV-79605
LW-00005912,2026-04-05,2026-04,CC-PAL-330,6100,Agency nursing,pay,1094.87,Demo posting Agency nursing,DEMO-INV-28455
LW-00005913,2026-04-09,2026-04,CC-URG-401,6100,Agency nursing,pay,1961.49,Demo posting Agency nursing,DEMO-INV-50553
LW-00005914,2026-04-07,2026-04,CC-CORP-900,7100,Medical supplies,non-pay,1856.29,Demo posting Medical supplies,DEMO-INV-57102
LW-00005915,2026-04-13,2026-04,CC-CORP-900,6200,Bank staff,pay,1899.72,Demo posting Bank staff,DEMO-INV-18850
LW-00005916,2026-04-11,2026-04,CC-DEN-115,7200,Equipment,non-pay,637.77,Demo posting Equipment,DEMO-INV-49295
LW-00005917,2026-04-12,2026-04,CC-URG-401,7200,Equipment,non-pay,473.2,Demo posting Equipment,DEMO-INV-41728
LW-00005918,2026-04-12,2026-04,CC-PAL-330,7100,Medical supplies,non-pay,2010.69,Demo posting Medical supplies,DEMO-INV-46697
LW-00005919,2026-04-23,2026-04,CC-URG-401,7100,Medical supplies,non-pay,2009.4,Demo posting Medical supplies,DEMO-INV-50179
LW-00005920,2026-04-23,2026-04,CC-CORP-900,7100,Medical supplies,non-pay,694.61,Demo posting Medical supplies,DEMO-INV-53442
LW-00005921,2026-04-09,2026-04,CC-CORP-900,7200,Equipment,non-pay,2322.93,Demo posting Equipment,DEMO-INV-67306
LW-00005922,2026-04-14,2026-04,CC-DEN-115,7100,Medical supplies,non-pay,823.58,Demo posting Medical supplies,DEMO-INV-33780
