Organisation_Code,Sector,Number_Of_Beds,Effective_Snapshot_Date
RFS,Mental Illness,0,30/09/2012
RHA,Mental Illness,1033.467391,30/09/2012
RK5,Mental Illness,0,30/09/2012
RV9,Mental Illness,222.347826,30/09/2012
RWA,Mental Illness,0,30/09/2012
RWY,Mental Illness,0,30/09/2012
RD3,Mental Illness,0,31/12/2012
RDY,Mental Illness,90,31/12/2012
RDZ,Mental Illness,0,31/12/2012
RA3,Mental Illness,0,31/12/2012
RA4,Mental Illness,0,31/12/2012
RA7,Mental Illness,0,31/12/2012
RA9,Mental Illness,0,31/12/2012
RBA,Mental Illness,0,31/12/2012
RBB,Mental Illness,0,31/12/2012
RNU,Mental Illness,438.836957,31/12/2012
RTH,Mental Illness,0,31/12/2012
RW1,Mental Illness,529.608696,31/12/2012
RWX,Mental Illness,200.717391,31/12/2012
RXQ,Mental Illness,0,31/12/2012
5QH,Mental Illness,0,31/12/2012
RD7,Mental Illness,0,31/12/2012
RD8,Mental Illness,0,31/12/2012
RHM,Mental Illness,0,31/12/2012
RHU,Mental Illness,0,31/12/2012
RHW,Mental Illness,0,31/12/2012
RN5,Mental Illness,0,31/12/2012
RXX,Mental Illness,287,31/12/2012
RXY,Mental Illness,527.75,31/12/2012
RYR,Mental Illness,0,31/12/2012
5CQ,Mental Illness,63,31/12/2012
R1C,Mental Illness,105,31/12/2012
R1F,Mental Illness,60.48913,31/12/2012
RTP,Mental Illness,0,31/12/2012
RVV,Mental Illness,0,31/12/2012
RWF,Mental Illness,0,31/12/2012
RX2,Mental Illness,665,31/12/2012
RXC,Mental Illness,0,31/12/2012
RXH,Mental Illness,0,31/12/2012
RDR,Mental Illness,0,31/12/2012
RDU,Mental Illness,0,31/12/2012
RN7,Mental Illness,0,31/12/2012
RPA,Mental Illness,0,31/12/2012
RPC,Mental Illness,0,31/12/2012
RTK,Mental Illness,0,31/12/2012
RWK,Mental Illness,661.652174,31/12/2012
RYJ,Mental Illness,0,31/12/2012
RYQ,Mental Illness,0,31/12/2012
RYX,Mental Illness,0,31/12/2012
TAF,Mental Illness,177.304348,31/12/2012
RA2,Mental Illness,0,31/12/2012
RT3,Mental Illness,0,31/12/2012
RV3,Mental Illness,797.173913,31/12/2012
RV5,Mental Illness,917.130435,31/12/2012
RV8,Mental Illness,0,31/12/2012
RVL,Mental Illness,0,31/12/2012
RVR,Mental Illness,0,31/12/2012
RPY,Mental Illness,0,31/12/2012
RQM,Mental Illness,0,31/12/2012
RQX,Mental Illness,0,31/12/2012
RQY,Mental Illness,429,31/12/2012
RRP,Mental Illness,462.73913,31/12/2012
RRV,Mental Illness,12,31/12/2012
RJZ,Mental Illness,0,31/12/2012
RKE,Mental Illness,12,31/12/2012
RKL,Mental Illness,542,31/12/2012
RP4,Mental Illness,10,31/12/2012
RP6,Mental Illness,0,31/12/2012
RPG,Mental Illness,442.782609,31/12/2012
RF4,Mental Illness,0,31/12/2012
RFW,Mental Illness,0,31/12/2012
RJ1,Mental Illness,0,31/12/2012
RJ2,Mental Illness,0,31/12/2012
RJ6,Mental Illness,0,31/12/2012
RJ7,Mental Illness,0,31/12/2012
RAN,Mental Illness,0,31/12/2012
RAP,Mental Illness,0,31/12/2012
RAS,Mental Illness,0,31/12/2012
RAT,Mental Illness,277,31/12/2012
RAX,Mental Illness,0,31/12/2012
RC3,Mental Illness,0,31/12/2012
RWR,Mental Illness,426,31/12/2012
RY3,Mental Illness,0,31/12/2012
RY4,Mental Illness,0,31/12/2012
RYV,Mental Illness,0,31/12/2012
R1H,Mental Illness,0,31/12/2012
RAL,Mental Illness,6,31/12/2012
RQW,Mental Illness,0,31/12/2012
RRD,Mental Illness,381,31/12/2012
RT1,Mental Illness,283,31/12/2012
RWG,Mental Illness,0,31/12/2012
RWH,Mental Illness,0,31/12/2012
RWN,Mental Illness,661.456522,31/12/2012
RGR,Mental Illness,0,31/12/2012
RGT,Mental Illness,0,31/12/2012
RM1,Mental Illness,0,31/12/2012
RMY,Mental Illness,553.630435,31/12/2012
RQ8,Mental Illness,0,31/12/2012
RQQ,Mental Illness,0,31/12/2012
RDD,Mental Illness,0,31/12/2012
RDE,Mental Illness,0,31/12/2012
RGM,Mental Illness,0,31/12/2012
RGN,Mental Illness,0,31/12/2012
RGP,Mental Illness,0,31/12/2012
RGQ,Mental Illness,0,31/12/2012
RYW,Mental Illness,0,31/12/2012
TAJ,Mental Illness,194.304348,31/12/2012
RAJ,Mental Illness,0,31/12/2012
RC1,Mental Illness,0,31/12/2012
RC9,Mental Illness,0,31/12/2012
RCX,Mental Illness,0,31/12/2012
RWP,Mental Illness,0,31/12/2012
RXK,Mental Illness,0,31/12/2012
RXT,Mental Illness,773.217391,31/12/2012
RXW,Mental Illness,0,31/12/2012
RYG,Mental Illness,284.663043,31/12/2012
RYK,Mental Illness,194,31/12/2012
RNA,Mental Illness,0,31/12/2012
RQ3,Mental Illness,39,31/12/2012
RR1,Mental Illness,0,31/12/2012
RRE,Mental Illness,346.380435,31/12/2012
RRJ,Mental Illness,0,31/12/2012
RRK,Mental Illness,0,31/12/2012
RL1,Mental Illness,0,31/12/2012
RL4,Mental Illness,0,31/12/2012
RLQ,Mental Illness,0,31/12/2012
RLT,Mental Illness,0,31/12/2012
RLU,Mental Illness,0,31/12/2012
RLY,Mental Illness,174.478261,31/12/2012
RBK,Mental Illness,0,31/12/2012
RJC,Mental Illness,0,31/12/2012
RJD,Mental Illness,0,31/12/2012
RJE,Mental Illness,0,31/12/2012
RXE,Mental Illness,264.032609,30/09/2012
RXF,Mental Illness,0,30/09/2012
RXG,Mental Illness,467.141304,30/09/2012
RFR,Mental Illness,0,30/09/2012
RGD,Mental Illness,518.543478,30/09/2012
RHQ,Mental Illness,0,30/09/2012
RJL,Mental Illness,0,30/09/2012
RP5,Mental Illness,0,30/09/2012
RR8,Mental Illness,0,30/09/2012
RAE,Mental Illness,0,30/09/2012
RCB,Mental Illness,0,30/09/2012
RCD,Mental Illness,0,30/09/2012
RCF,Mental Illness,0,30/09/2012
RCU,Mental Illness,21.402174,30/09/2012
RFF,Mental Illness,0,30/09/2012
RXA,Mental Illness,312.978261,30/09/2012
RXL,Mental Illness,0,30/09/2012
RXN,Mental Illness,0,30/09/2012
RXR,Mental Illness,0,30/09/2012
RXV,Mental Illness,599.456522,30/09/2012
TAE,Mental Illness,255.543478,30/09/2012
RW3,Mental Illness,10,30/09/2012
RW4,Mental Illness,410.836957,30/09/2012
RW5,Mental Illness,547,30/09/2012
RW6,Mental Illness,0,30/09/2012
RWJ,Mental Illness,0,30/09/2012
RWW,Mental Illness,0,30/09/2012
RQ6,Mental Illness,0,30/09/2012
RRF,Mental Illness,0,30/09/2012
RT2,Mental Illness,496,30/09/2012
RTV,Mental Illness,300,30/09/2012
RTX,Mental Illness,0,30/09/2012
RVY,Mental Illness,0,30/09/2012
RM2,Mental Illness,0,30/09/2012
RM3,Mental Illness,0,30/09/2012
RMC,Mental Illness,0,30/09/2012
RMP,Mental Illness,0,30/09/2012
RNL,Mental Illness,0,30/09/2012
RNN,Mental Illness,129,30/09/2012
REN,Mental Illness,0,30/09/2012
REP,Mental Illness,0,30/09/2012
RET,Mental Illness,0,30/09/2012
RJN,Mental Illness,0,30/09/2012
RJR,Mental Illness,0,30/09/2012
RJX,Mental Illness,0,30/09/2012
RBN,Mental Illness,0,30/09/2012
RBQ,Mental Illness,0,30/09/2012
RBS,Mental Illness,4.23913,30/09/2012
RBT,Mental Illness,0,30/09/2012
RBV,Mental Illness,0,30/09/2012
REM,Mental Illness,0,30/09/2012
RTR,Mental Illness,0,30/09/2012
RVW,Mental Illness,0,30/09/2012
RX3,Mental Illness,728.673913,30/09/2012
RX4,Mental Illness,869.065217,30/09/2012
RXP,Mental Illness,0,30/09/2012
RBL,Mental Illness,0,30/09/2012
RWV,Maternity,0,30/09/2012
RE9,Mental Illness,0,30/09/2012
RLN,Mental Illness,0,30/09/2012
RR7,Mental Illness,37,30/09/2012
RTD,Mental Illness,0,30/09/2012
RTF,Mental Illness,75,30/09/2012
RN3,Maternity,84,30/09/2012
RNZ,Maternity,24,30/09/2012
RTE,Maternity,46,30/09/2012
RTQ,Maternity,0,30/09/2012
RVJ,Maternity,64,30/09/2012
RVN,Maternity,0,30/09/2012
RDZ,Maternity,16.815217,30/09/2012
REF,Maternity,52.032609,30/09/2012
RH5,Maternity,0,30/09/2012
RH8,Maternity,43,30/09/2012
RJ8,Maternity,0,30/09/2012
RK9,Maternity,62.315217,30/09/2012
R1H,General & Acute,1716.395604,30/06/2022
R1K,General & Acute,930.736264,30/06/2022
RAL,General & Acute,1066.769231,30/06/2022
RAN,General & Acute,149.813187,30/06/2022
RAP,General & Acute,470.340659,30/06/2022
RAS,General & Acute,308.593407,30/06/2022
TAD,Mental Illness,200,30/06/2022
TAH,Mental Illness,140.516484,30/06/2022
RX4,Mental Illness,634,30/06/2022
RXE,Mental Illness,218,30/06/2022
RXF,Mental Illness,0,30/06/2022
RXG,Mental Illness,423,30/06/2022
RXP,Mental Illness,0,30/06/2022
RY6,Mental Illness,0,30/06/2022
RTR,Mental Illness,0,30/06/2022
RV9,Mental Illness,170.10989,30/06/2022
RVW,Mental Illness,0,30/06/2022
RWA,Mental Illness,0,30/06/2022
RWY,Mental Illness,0,30/06/2022
RX3,Mental Illness,610.813187,30/06/2022
RNN,Mental Illness,0,30/06/2022
RP5,Mental Illness,0,30/06/2022
RR7,Mental Illness,26,30/06/2022
RR8,Mental Illness,0,30/06/2022
RTD,Mental Illness,0,30/06/2022
RTF,Mental Illness,27.758242,30/06/2022
RCU,Mental Illness,29.67033,30/06/2022
RFF,Mental Illness,0,30/06/2022
RFR,Mental Illness,0,30/06/2022
RGD,Mental Illness,401.67033,30/06/2022
RHQ,Mental Illness,0,30/06/2022
RJL,Mental Illness,0,30/06/2022
RXV,Mental Illness,946,30/06/2022
R0B,Mental Illness,0,30/06/2022
RAE,Mental Illness,0,30/06/2022
RCB,Mental Illness,0,30/06/2022
RCD,Mental Illness,0,30/06/2022
RCF,Mental Illness,0,30/06/2022
RWJ,Mental Illness,0,30/06/2022
RWW,Mental Illness,0,30/06/2022
RXA,Mental Illness,268.791209,30/06/2022
RXL,Mental Illness,0,30/06/2022
RXN,Mental Illness,0,30/06/2022
RXR,Mental Illness,0,30/06/2022
RRF,Mental Illness,0,30/06/2022
RT2,Mental Illness,485,30/06/2022
RTX,Mental Illness,0,30/06/2022
RVY,Mental Illness,0,30/06/2022
RW4,Mental Illness,767,30/06/2022
RW5,Mental Illness,558.164835,30/06/2022
RET,Mental Illness,0,30/06/2022
RJN,Mental Illness,0,30/06/2022
RJR,Mental Illness,0,30/06/2022
RM3,Mental Illness,0,30/06/2022
RJF,Mental Illness,0,31/12/2012
RKB,Mental Illness,0,31/12/2012
RX1,Mental Illness,0,31/12/2012
RXM,Mental Illness,306,31/12/2012
RY5,Mental Illness,0,31/12/2012
RY8,Mental Illness,79.184783,31/12/2012
R1A,Mental Illness,143,31/12/2012
R1E,Mental Illness,0,31/12/2012
RP1,Mental Illness,203.195652,31/12/2012
RP7,Mental Illness,240,31/12/2012
RT5,Mental Illness,410,31/12/2012
RTG,Mental Illness,0,31/12/2012
RWD,Mental Illness,0,31/12/2012
RWE,Mental Illness,0,31/12/2012
TAH,Mental Illness,251,31/12/2012
RFS,Mental Illness,0,31/12/2012
RHA,Mental Illness,1023.923913,31/12/2012
RK5,Mental Illness,0,31/12/2012
RNQ,Mental Illness,0,31/12/2012
RNS,Mental Illness,0,31/12/2012
RWY,Mental Illness,0,31/12/2012
RXE,Mental Illness,309,31/12/2012
RXF,Mental Illness,0,31/12/2012
RXG,Mental Illness,473.771739,31/12/2012
RY6,Mental Illness,8,31/12/2012
TAD,Mental Illness,203,31/12/2012
RHQ,Mental Illness,0,31/12/2012
RJL,Mental Illness,0,31/12/2012
RP5,Mental Illness,0,31/12/2012
RR8,Mental Illness,0,31/12/2012
RV9,Mental Illness,221.75,31/12/2012
RWA,Mental Illness,0,31/12/2012
RCD,Mental Illness,0,31/12/2012
RCF,Mental Illness,0,31/12/2012
RCU,Mental Illness,19.293478,31/12/2012
RFF,Mental Illness,0,31/12/2012
RFR,Mental Illness,0,31/12/2012
RGD,Mental Illness,517.184783,31/12/2012
RXN,Mental Illness,0,31/12/2012
RXR,Mental Illness,0,31/12/2012
RXV,Mental Illness,584.945652,31/12/2012
TAE,Mental Illness,251,31/12/2012
RAE,Mental Illness,0,31/12/2012
RCB,Mental Illness,0,31/12/2012
RW5,Mental Illness,542.847826,31/12/2012
RW6,Mental Illness,0,31/12/2012
RWJ,Mental Illness,0,31/12/2012
RWW,Mental Illness,0,31/12/2012
RXA,Mental Illness,305.630435,31/12/2012
RXL,Mental Illness,0,31/12/2012
RT2,Mental Illness,483,31/12/2012
RTV,Mental Illness,300,31/12/2012
RTX,Mental Illness,0,31/12/2012
RVY,Mental Illness,0,31/12/2012
RW3,Mental Illness,10,31/12/2012
RW4,Mental Illness,403.173913,31/12/2012
RMC,Mental Illness,0,31/12/2012
RMP,Mental Illness,0,31/12/2012
RNL,Mental Illness,0,31/12/2012
RNN,Mental Illness,128,31/12/2012
RQ6,Mental Illness,0,31/12/2012
RRF,Mental Illness,0,31/12/2012
RET,Mental Illness,0,31/12/2012
RJN,Mental Illness,0,31/12/2012
RJR,Mental Illness,0,31/12/2012
RJX,Mental Illness,0,31/12/2012
RM2,Mental Illness,0,31/12/2012
RM3,Mental Illness,0,31/12/2012
RBS,Mental Illness,4.913043,31/12/2012
RBT,Mental Illness,0,31/12/2012
RBV,Mental Illness,0,31/12/2012
REM,Mental Illness,0,31/12/2012
REN,Mental Illness,0,31/12/2012
REP,Mental Illness,0,31/12/2012
RX3,Mental Illness,736.01087,31/12/2012
RX4,Mental Illness,829.576087,31/12/2012
RXP,Mental Illness,0,31/12/2012
RBL,Mental Illness,0,31/12/2012
RBN,Mental Illness,0,31/12/2012
RBQ,Mental Illness,0,31/12/2012
RLN,Mental Illness,0,31/12/2012
RR7,Mental Illness,40,31/12/2012
RTD,Mental Illness,0,31/12/2012
RTF,Mental Illness,73.771739,31/12/2012
RTR,Mental Illness,0,31/12/2012
RVW,Mental Illness,0,31/12/2012
RTE,Maternity,46,31/12/2012
RTQ,Maternity,0,31/12/2012
RVJ,Maternity,64,31/12/2012
RVN,Maternity,0,31/12/2012
RWV,Maternity,0,31/12/2012
RE9,Mental Illness,0,31/12/2012
RH5,Maternity,0,31/12/2012
RH8,Maternity,43,31/12/2012
RJ8,Maternity,0,31/12/2012
RK9,Maternity,63,31/12/2012
RN3,Maternity,84,31/12/2012
RNZ,Maternity,24,31/12/2012
RBZ,Maternity,14,31/12/2012
RD1,Maternity,0,31/12/2012
RD3,Maternity,39,31/12/2012
RDY,Maternity,0,31/12/2012
RDZ,Maternity,8.902174,31/12/2012
REF,Maternity,52.108696,31/12/2012
RA4,Maternity,24.847826,31/12/2012
RA7,Maternity,86,31/12/2012
RA9,Maternity,28,31/12/2012
RBA,Maternity,50.445652,31/12/2012
RBB,Maternity,0,31/12/2012
RBD,Maternity,33,31/12/2012
RTH,Maternity,116,31/12/2012
RW1,Maternity,0,31/12/2012
RWX,Maternity,0,31/12/2012
RXQ,Maternity,57,31/12/2012
5QH,Maternity,0,31/12/2012
RA3,Maternity,0,31/12/2012
RD8,Maternity,43,31/12/2012
RHM,Maternity,61.326087,31/12/2012
RHU,Maternity,62.076087,31/12/2012
RHW,Maternity,42.847826,31/12/2012
RN5,Maternity,92,31/12/2012
RNU,Maternity,0,31/12/2012
RXY,Maternity,0,31/12/2012
RYR,Maternity,60,31/12/2012
5CQ,Maternity,0,31/12/2012
R1C,Maternity,0,31/12/2012
R1F,Maternity,24.141304,31/12/2012
RD7,Maternity,29.836957,31/12/2012
RVV,Maternity,92,31/12/2012
RWF,Maternity,48,31/12/2012
RX2,Maternity,0,31/12/2012
RXC,Maternity,48,31/12/2012
RXH,Maternity,72,31/12/2012
RMC,Mental Illness,0,30/06/2022
RMP,Mental Illness,0,30/06/2022
RBS,Mental Illness,9,30/06/2022
RBT,Mental Illness,0,30/06/2022
RBV,Mental Illness,0,30/06/2022
REM,Mental Illness,0,30/06/2022
REN,Mental Illness,0,30/06/2022
REP,Mental Illness,0,30/06/2022
RWR,Mental Illness,332.835165,30/06/2022
RY3,Mental Illness,0,30/06/2022
R0A,Mental Illness,11.868132,30/06/2022
RBL,Mental Illness,0,30/06/2022
RBN,Mental Illness,0,30/06/2022
RBQ,Mental Illness,0,30/06/2022
RM1,Mental Illness,0,30/06/2022
RMY,Mental Illness,398.296703,30/06/2022
RQW,Mental Illness,0,30/06/2022
RT1,Mental Illness,226.912088,30/06/2022
RWG,Mental Illness,0,30/06/2022
RWH,Mental Illness,0,30/06/2022
RDE,Mental Illness,0,30/06/2022
RGM,Mental Illness,0,30/06/2022
RGN,Mental Illness,0,30/06/2022
RGP,Mental Illness,0,30/06/2022
RGR,Mental Illness,0,30/06/2022
RGT,Mental Illness,0,30/06/2022
TAJ,Mental Illness,286.131868,30/06/2022
R1L,Mental Illness,593,30/06/2022
RAJ,Mental Illness,0,30/06/2022
RC9,Mental Illness,0,30/06/2022
RCX,Mental Illness,0,30/06/2022
RD8,Mental Illness,0,30/06/2022
RXT,Mental Illness,650.802198,30/06/2022
RXW,Mental Illness,0,30/06/2022
RY5,Mental Illness,0,30/06/2022
RY8,Mental Illness,22.395604,30/06/2022
RYG,Mental Illness,258.340659,30/06/2022
RYW,Mental Illness,0,30/06/2022
RWD,Mental Illness,0,30/06/2022
RWE,Mental Illness,0,30/06/2022
RWP,Mental Illness,0,30/06/2022
RX1,Mental Illness,0,30/06/2022
RXK,Mental Illness,0,30/06/2022
RXM,Mental Illness,239.395604,30/06/2022
RP7,Mental Illness,193.318681,30/06/2022
RQ3,Mental Illness,22,30/06/2022
RRE,Mental Illness,296.197802,30/06/2022
RRJ,Mental Illness,0,30/06/2022
RRK,Mental Illness,0,30/06/2022
RTG,Mental Illness,0,30/06/2022
RLT,Mental Illness,0,30/06/2022
RLY,Mental Illness,158.736264,30/06/2022
RNA,Mental Illness,0,30/06/2022
RNQ,Mental Illness,0,30/06/2022
RNS,Mental Illness,0,30/06/2022
RP1,Mental Illness,136.065934,30/06/2022
RJE,Mental Illness,0,30/06/2022
RK5,Mental Illness,0,30/06/2022
RKB,Mental Illness,0,30/06/2022
RL1,Mental Illness,0,30/06/2022
RL4,Mental Illness,0,30/06/2022
RLQ,Mental Illness,0,30/06/2022
RYR,Mental Illness,0,30/06/2022
R1A,Mental Illness,150.868132,30/06/2022
RBK,Mental Illness,0,30/06/2022
RFS,Mental Illness,0,30/06/2022
RHA,Mental Illness,804.362637,30/06/2022
RJC,Mental Illness,0,30/06/2022
RWX,Mental Illness,137,30/06/2022
RX2,Mental Illness,555,30/06/2022
RXC,Mental Illness,0,30/06/2022
RXQ,Mental Illness,0,30/06/2022
RXX,Mental Illness,136.175824,30/06/2022
RXY,Mental Illness,439.307692,30/06/2022
RTH,Mental Illness,0,30/06/2022
RTK,Mental Illness,0,30/06/2022
RTP,Mental Illness,0,30/06/2022
RVV,Mental Illness,0,30/06/2022
RW1,Mental Illness,436,30/06/2022
RWF,Mental Illness,0,30/06/2022
RHW,Mental Illness,0,30/06/2022
RN5,Mental Illness,0,30/06/2022
RN7,Mental Illness,0,30/06/2022
RNU,Mental Illness,388,30/06/2022
RPA,Mental Illness,0,30/06/2022
RPC,Mental Illness,0,30/06/2022
R1C,Mental Illness,45.285714,30/06/2022
R1F,Mental Illness,32,30/06/2022
RA2,Mental Illness,0,30/06/2022
RDU,Mental Illness,0,30/06/2022
RHM,Mental Illness,0,30/06/2022
RHU,Mental Illness,0,30/06/2022
RNZ,Mental Illness,0,30/06/2022
RTE,Mental Illness,0,30/06/2022
RTQ,Mental Illness,159.175824,30/06/2022
RVJ,Mental Illness,12,30/06/2022
RVN,Mental Illness,573,30/06/2022
RWV,Mental Illness,296.142857,30/06/2022
REF,Mental Illness,0,30/06/2022
RH5,Mental Illness,132.164835,30/06/2022
RH8,Mental Illness,0,30/06/2022
RJ8,Mental Illness,118.967033,30/06/2022
RK9,Mental Illness,0,30/06/2022
RN3,Mental Illness,0,30/06/2022
RA7,Mental Illness,0,30/06/2022
RA9,Mental Illness,0,30/06/2022
RBD,Mental Illness,0,30/06/2022
RBZ,Mental Illness,0,30/06/2022
RD1,Mental Illness,0,30/06/2022
RDY,Mental Illness,199.659341,30/06/2022
RWK,Mental Illness,827,30/06/2022
RYJ,Mental Illness,0,30/06/2022
RYX,Mental Illness,0,30/06/2022
TAF,Mental Illness,190,30/06/2022
R0D,Mental Illness,0,30/06/2022
RA4,Mental Illness,0,30/06/2022
RQX,Mental Illness,0,30/06/2022
RQY,Mental Illness,363.956044,30/06/2022
RRP,Mental Illness,512,30/06/2022
RRV,Mental Illness,10.967033,30/06/2022
RV3,Mental Illness,614.032967,30/06/2022
RVR,Mental Illness,0,30/06/2022
RKL,Mental Illness,694.10989,30/06/2022
RP4,Mental Illness,6.494505,30/06/2022
RP6,Mental Illness,0,30/06/2022
RPG,Mental Illness,367.857143,30/06/2022
RPY,Mental Illness,0,30/06/2022
RQM,Mental Illness,0,30/06/2022
RJ1,Mental Illness,0,30/06/2022
RJ2,Mental Illness,0,30/06/2022
RJ6,Mental Illness,0,30/06/2022
RJ7,Mental Illness,0,30/06/2022
RJZ,Mental Illness,0,30/06/2022
RKE,Mental Illness,12,30/06/2022
RAN,Mental Illness,0,30/06/2022
RAP,Mental Illness,0,30/06/2022
RAS,Mental Illness,0,30/06/2022
RAT,Mental Illness,228.989011,30/06/2022
RAX,Mental Illness,0,30/06/2022
RF4,Mental Illness,0,30/06/2022
RY6,Maternity,0,30/06/2022
TAD,Maternity,0,30/06/2022
TAH,Maternity,0,30/06/2022
R1H,Mental Illness,0,30/06/2022
R1K,Mental Illness,0,30/06/2022
RAL,Mental Illness,0.582418,30/06/2022
RX3,Maternity,0,30/06/2022
RX4,Maternity,0,30/06/2022
RXE,Maternity,0,30/06/2022
RXF,Maternity,60,30/06/2022
RXG,Maternity,0,30/06/2022
RXP,Maternity,46,30/06/2022
RTF,Maternity,33.967033,30/06/2022
RTR,Maternity,42,30/06/2022
RV9,Maternity,0,30/06/2022
RVW,Maternity,45.494505,30/06/2022
RWA,Maternity,76,30/06/2022
RWY,Maternity,51.065934,30/06/2022
RJL,Maternity,69,30/06/2022
RNN,Maternity,39,30/06/2022
RP5,Maternity,77,30/06/2022
RR7,Maternity,16,30/06/2022
RR8,Maternity,136.527473,30/06/2022
RTD,Maternity,82,30/06/2022
RCF,Maternity,35,30/06/2022
RCU,Maternity,0,30/06/2022
RFF,Maternity,33,30/06/2022
RFR,Maternity,24,30/06/2022
RGD,Maternity,0,30/06/2022
RHQ,Maternity,64.659341,30/06/2022
RXR,Maternity,72,30/06/2022
RXV,Maternity,0,30/06/2022
R0B,Maternity,35,30/06/2022
RAE,Maternity,76.835165,30/06/2022
RCB,Maternity,50,30/06/2022
RCD,Maternity,27.692308,30/06/2022
RW5,Maternity,0,30/06/2022
RWJ,Maternity,47.307692,30/06/2022
RWW,Maternity,44,30/06/2022
RXA,Maternity,0,30/06/2022
