ReportingPeriodStartDate,ReportingPeriodEndDate,Org_Code,DataTable,UID,DataItem,Valid_suppressed,Default_suppressed,Invalid_suppressed,Missing_suppressed,Denominator_suppressed
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201210,APPOINTMENT TYPE (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),6970,*,*,*,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201220,NUMBER OF GROUP THERAPY PARTICIPANTS,6970,*,*,*,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201230,NUMBER OF GROUP THERAPY FACILITATORS,6970,*,*,*,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201240,PSYCHOTROPIC MEDICATION USAGE INDICATION CODE,5010,*,*,1960,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201250,LANGUAGE CODE (TREATMENT),70,*,*,6900,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201260,INTERPRETER PRESENT AT CARE CONTACT INDICATION CODE,135,*,*,6835,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201270,INTERNET ENABLED THERAPY PROGRAMME,*,*,*,6970,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201280,PLANNED CARE CONTACT INDICATOR,6970,*,*,*,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201290,INTEGRATED IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES LONG TERM CONDITION SERVICE INDICATOR,6970,*,*,*,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201902,SERVICE REQUEST IDENTIFIER,6970,*,*,*,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201903,CARE CONTACT IDENTIFIER,6970,*,*,*,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201909,ACTIVITY LOCATION TYPE CODE,535,*,*,6435,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201921,ORGANISATION SITE IDENTIFIER (OF TREATMENT),*,*,*,6970,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,I201922,ORGANISATION IDENTIFIER (CODE OF COMMISSIONER),6965,*,5,*,6970
2026-04-01,2026-04-30,TAD,IDS201 Care Contact,IDS201,IDS201 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAD,IDS202 Care Activity,I202020,CLINICAL CONTACT DURATION OF CARE ACTIVITY,*,*,*,10080,10080
2026-04-01,2026-04-30,TAD,IDS202 Care Activity,I202050,FINDING SCHEME IN USE (MENTAL HEALTH),*,*,*,10080,10080
2026-04-01,2026-04-30,TAD,IDS202 Care Activity,I202060,CODED FINDING (CODED CLINICAL ENTRY),*,*,*,10080,10080
2026-04-01,2026-04-30,TAD,IDS202 Care Activity,I202080,CODED OBSERVATION (SNOMED CT),*,*,*,10080,10080
2026-04-01,2026-04-30,TAD,IDS202 Care Activity,I202090,OBSERVATION VALUE,*,*,*,10080,10080
2026-04-01,2026-04-30,TAD,IDS202 Care Activity,I202100,UCUM UNIT OF MEASUREMENT,*,*,*,10080,10080
2026-04-01,2026-04-30,TAD,IDS202 Care Activity,I202110,CODED PROCEDURE AND PROCEDURE STATUS (SNOMED CT),10080,*,*,*,10080
2026-04-01,2026-04-30,TAD,IDS202 Care Activity,I202903,CARE CONTACT IDENTIFIER,10080,*,*,*,10080
2026-04-01,2026-04-30,TAD,IDS202 Care Activity,I202904,CARE ACTIVITY IDENTIFIER,10080,*,*,*,10080
2026-04-01,2026-04-30,TAD,IDS202 Care Activity,I202920,CARE PERSONNEL LOCAL IDENTIFIER,10080,*,*,*,10080
2026-04-01,2026-04-30,TAD,IDS202 Care Activity,IDS202,IDS202 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAD,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205010,START DATE (INTERNET ENABLED THERAPY ACTIVITY LOG),*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205020,END DATE (INTERNET ENABLED THERAPY ACTIVITY LOG),*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205030,INTERNET ENABLED THERAPY PROGRAMME,*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205040,DURATION OF INTERNET ENABLED THERAPY IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES CARE PROFESSIONAL CLINICAL TIME,*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205050,INTERNET ENABLED THERAPY INTEGRATED SOFTWARE ENGINE USED INDICATOR,*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205902,SERVICE REQUEST IDENTIFIER,*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS205 Internet Enabled Therapy Care Professional Activity Log,I205920,CARE PERSONNEL LOCAL IDENTIFIER,*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS205 Internet Enabled Therapy Care Professional Activity Log,IDS205,IDS205 Table Submission,0,0,0,1,1
2026-04-01,2026-04-30,TAD,IDS601 Medical History (Previous Diagnosis),I601010,DIAGNOSIS SCHEME IN USE (MENTAL HEALTH),*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS601 Medical History (Previous Diagnosis),I601020,PREVIOUS DIAGNOSIS (CODED CLINICAL ENTRY),*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS601 Medical History (Previous Diagnosis),I601030,DIAGNOSIS DATE,*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS601 Medical History (Previous Diagnosis),I601901,LOCAL PATIENT IDENTIFIER (EXTENDED),*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS601 Medical History (Previous Diagnosis),IDS601,IDS601 Table Submission,0,0,0,1,1
2026-04-01,2026-04-30,TAD,IDS602 Long Term Physical Health Condition,I602010,LONG TERM PHYSICAL HEALTH CONDITION (CODED CLINICAL ENTRY),5825,*,*,*,5825
2026-04-01,2026-04-30,TAD,IDS602 Long Term Physical Health Condition,I602902,SERVICE REQUEST IDENTIFIER,5825,*,*,*,5825
2026-04-01,2026-04-30,TAD,IDS602 Long Term Physical Health Condition,I602913,FINDING SCHEME IN USE (MENTAL HEALTH),5825,*,*,*,5825
2026-04-01,2026-04-30,TAD,IDS602 Long Term Physical Health Condition,IDS602,IDS602 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAD,IDS603 Presenting Complaints,I603010,PRESENTING COMPLAINT (CODED CLINICAL ENTRY),2770,*,*,*,2770
2026-04-01,2026-04-30,TAD,IDS603 Presenting Complaints,I603020,PRESENTING COMPLAINT CODING SIGNIFICANCE,2770,*,*,*,2770
2026-04-01,2026-04-30,TAD,IDS603 Presenting Complaints,I603030,PRESENTING COMPLAINT RECORDED DATE,2770,*,*,*,2770
2026-04-01,2026-04-30,TAD,IDS603 Presenting Complaints,I603902,SERVICE REQUEST IDENTIFIER,2770,*,*,*,2770
2026-04-01,2026-04-30,TAD,IDS603 Presenting Complaints,I603913,FINDING SCHEME IN USE (MENTAL HEALTH),2770,*,*,*,2770
2026-04-01,2026-04-30,TAD,IDS603 Presenting Complaints,IDS603,IDS603 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAD,IDS606 Coded Scored Assessment (Referral),I606902,SERVICE REQUEST IDENTIFIER,*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS606 Coded Scored Assessment (Referral),I606910,CODED ASSESSMENT TOOL TYPE (SNOMED CT),*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS606 Coded Scored Assessment (Referral),I606911,PERSON SCORE,*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS606 Coded Scored Assessment (Referral),I606917,ASSESSMENT TOOL COMPLETION DATE,*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS606 Coded Scored Assessment (Referral),I606918,ASSESSMENT TOOL COMPLETION TIME,*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS606 Coded Scored Assessment (Referral),IDS606,IDS606 Table Submission,0,0,0,1,1
2026-04-01,2026-04-30,TAD,IDS606 Coded Scored Assessment (Referral) & IDS607 Coded Scored Assessment (Care Activity),Multiple,PRESENTEEISM (IPCQ),175,*,*,*,175
2026-04-01,2026-04-30,TAD,IDS606 Coded Scored Assessment (Referral) & IDS607 Coded Scored Assessment (Care Activity),Multiple,WASAS SCORE (HOME),2785,*,*,*,2785
2026-04-01,2026-04-30,TAD,IDS606 Coded Scored Assessment (Referral) & IDS607 Coded Scored Assessment (Care Activity),Multiple,WASAS SCORE (PRIVATE),2760,*,*,*,2760
2026-04-01,2026-04-30,TAD,IDS606 Coded Scored Assessment (Referral) & IDS607 Coded Scored Assessment (Care Activity),Multiple,WASAS SCORE (RELATIONSHIPS),2780,*,*,*,2780
2026-04-01,2026-04-30,TAD,IDS606 Coded Scored Assessment (Referral) & IDS607 Coded Scored Assessment (Care Activity),Multiple,WASAS SCORE (SOCIAL),2800,*,*,*,2800
2026-04-01,2026-04-30,TAD,IDS606 Coded Scored Assessment (Referral) & IDS607 Coded Scored Assessment (Care Activity),Multiple,WASAS SCORE (WORK),2835,*,*,*,2835
2026-04-01,2026-04-30,TAD,IDS607 Coded Scored Assessment (Care Activity),I607904,CARE ACTIVITY IDENTIFIER,26635,*,*,*,26635
2026-04-01,2026-04-30,TAD,IDS607 Coded Scored Assessment (Care Activity),I607910,CODED ASSESSMENT TOOL TYPE (SNOMED CT),26635,*,*,*,26635
2026-04-01,2026-04-30,TAD,IDS607 Coded Scored Assessment (Care Activity),I607911,PERSON SCORE,26635,*,*,*,26635
2026-04-01,2026-04-30,TAD,IDS607 Coded Scored Assessment (Care Activity),IDS607,IDS607 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAD,IDS803 Care Cluster,I803010,ADULT MENTAL HEALTH CARE CLUSTER CODE (FINAL),*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS803 Care Cluster,I803020,START DATE (CARE CLUSTER ASSIGNMENT PERIOD),*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS803 Care Cluster,I803030,START TIME (CARE CLUSTER ASSIGNMENT PERIOD),*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS803 Care Cluster,I803040,END DATE (CARE CLUSTER ASSIGNMENT PERIOD),*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS803 Care Cluster,I803050,END TIME (CARE CLUSTER ASSIGNMENT PERIOD),*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS803 Care Cluster,I803919,LOCAL PATIENT IDENTIFIER (EXTENDED),*,*,*,*,*
2026-04-01,2026-04-30,TAD,IDS803 Care Cluster,IDS803,IDS803 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAD,IDS902 Care Personnel Qualification,I902010,QUALIFICATION ATTAINMENT LEVEL (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),50,*,*,*,50
2026-04-01,2026-04-30,TAD,IDS902 Care Personnel Qualification,I902020,EMPLOYEE QUALIFICATION AWARDED DATE,45,*,*,5,50
2026-04-01,2026-04-30,TAD,IDS902 Care Personnel Qualification,I902030,EMPLOYEE QUALIFICATION PLANNED COMPLETION DATE,*,*,*,50,50
2026-04-01,2026-04-30,TAD,IDS902 Care Personnel Qualification,I902920,CARE PERSONNEL LOCAL IDENTIFIER,50,*,*,*,50
2026-04-01,2026-04-30,TAD,IDS902 Care Personnel Qualification,IDS902,IDS902 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAD,ids001mpi,I001D08,Person Identifier Validity (Broken Provider Pathway),3935,10,*,*,3950
2026-04-01,2026-04-30,TAD,ids101referral,Multiple,Organisation Code Continuity (Broken Provider Pathway),*,*,*,25,25
2026-04-01,2026-04-30,TAD,ids101referral,Multiple,Pathway Continuity (Missing or Broken Provider Pathway),3920,*,*,25,3950
2026-04-01,2026-04-30,TAD,ids101referral,Multiple,Person Identifier Continuity (Broken Provider Pathway),*,*,*,25,25
2026-04-01,2026-04-30,TAF87,All,All,Organisation Submission,0,0,0,1,1
2026-04-01,2026-04-30,TAF88,All,All,Organisation Submission,0,0,0,1,1
2026-04-01,2026-04-30,TAF90,All,All,Organisation Submission,0,0,0,1,1
2026-04-01,2026-04-30,TAH,All,All,Organisation Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAH,IDS000 Header,I000010,DATA SET VERSION NUMBER,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS000 Header,I000040,PRIMARY DATA COLLECTION SYSTEM IN USE,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS000 Header,I000050,REPORTING PERIOD START DATE,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS000 Header,I000060,REPORTING PERIOD END DATE,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS000 Header,I000070,DATE AND TIME DATA SET CREATED,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS000 Header,I000080,ORGANISATION IDENTIFIER (CODE OF PROVIDER),*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS000 Header,I000090,ORGANISATION IDENTIFIER (CODE OF SUBMITTING ORGANISATION),*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS000 Header,IDS000,IDS000 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001040,NHS NUMBER,6800,*,*,*,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001050,NHS NUMBER STATUS INDICATOR CODE (MENTAL HEALTH AND MATERNITY),6800,*,*,*,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001060,PERSON BIRTH DATE,6800,*,*,*,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001070,POSTCODE OF USUAL ADDRESS,6790,*,10,*,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001090,PERSON STATED GENDER CODE,6760,*,*,40,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001100,ETHNIC CATEGORY,6705,45,*,50,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001120,LANGUAGE CODE (PREFERRED),6295,*,*,505,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001130,EDUCATIONAL ESTABLISHMENT TYPE (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),*,*,*,6800,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001140,EX-BRITISH ARMED FORCES INDICATOR,6285,*,*,515,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001150,ETHNIC CATEGORY 2021,*,*,*,6800,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001160,GENDER IDENTITY CODE,6800,*,*,*,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001170,ORGANISATION IDENTIFIER (LOCAL PATIENT IDENTIFIER),6800,*,*,*,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001210,GENDER IDENTITY SAME AT BIRTH INDICATOR,3640,145,*,3015,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,I001901,LOCAL PATIENT IDENTIFIER (EXTENDED),6800,*,*,*,6800
2026-04-01,2026-04-30,TAH,IDS001 Master Patient Index,IDS001,IDS001 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAH,IDS002 GP Practice Registration,I002010,GENERAL MEDICAL PRACTICE CODE (PATIENT REGISTRATION),6805,*,10,*,6810
2026-04-01,2026-04-30,TAH,IDS002 GP Practice Registration,I002020,START DATE (GMP PATIENT REGISTRATION),6810,*,*,*,6810
2026-04-01,2026-04-30,TAH,IDS002 GP Practice Registration,I002030,END DATE (GMP PATIENT REGISTRATION),10,*,*,6800,6810
2026-04-01,2026-04-30,TAH,IDS002 GP Practice Registration,I002901,LOCAL PATIENT IDENTIFIER (EXTENDED),6810,*,*,*,6810
2026-04-01,2026-04-30,TAH,IDS002 GP Practice Registration,IDS002,IDS002 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAH,IDS003 Accommodation Status,I003010,ACCOMMODATION TYPE,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS003 Accommodation Status,I003020,SETTLED ACCOMMODATION INDICATOR,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS003 Accommodation Status,I003030,ACCOMMODATION TYPE RECORDED DATE,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS003 Accommodation Status,I003040,ACCOMMODATION TYPE START DATE,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS003 Accommodation Status,I003050,ACCOMMODATION TYPE END DATE,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS003 Accommodation Status,I003901,LOCAL PATIENT IDENTIFIER (EXTENDED),*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS003 Accommodation Status,IDS003,IDS003 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004010,EMPLOYMENT STATUS,6585,*,*,*,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004020,EMPLOYMENT STATUS RECORDED DATE,6585,*,*,*,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004030,WEEKLY HOURS WORKED,4150,2425,*,10,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004040,SELF EMPLOYED INDICATOR,325,60,*,6205,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004050,SICKNESS ABSENCE INDICATOR,4920,1650,*,15,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004060,EMPLOYMENT SUPPORT SUITABILITY INDICATOR,1300,*,*,5290,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004070,EMPLOYMENT SUPPORT REFERRAL DATE,1395,*,*,5195,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004080,STATUTORY SICK PAY RECEIPT INDICATOR,6580,*,*,10,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004090,BENEFIT RECEIPT INDICATOR (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),6575,*,*,15,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004110,EMPLOYMENT AND SUPPORT ALLOWANCE RECEIPT INDICATOR,595,*,*,5990,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004120,UNIVERSAL CREDIT RECEIPT INDICATOR,650,*,*,5935,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004130,PERSONAL INDEPENDENCE PAYMENT RECEIPT INDICATOR,635,*,*,5955,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004150,DISCHARGE DATE (EMPLOYMENT SUPPORT),935,*,*,5650,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,I004901,LOCAL PATIENT IDENTIFIER (EXTENDED),6585,*,*,*,6585
2026-04-01,2026-04-30,TAH,IDS004 Employment Status,IDS004,IDS004 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAH,IDS007 Disability Type,I007010,DISABILITY CODE,6920,*,*,*,6920
2026-04-01,2026-04-30,TAH,IDS007 Disability Type,I007901,LOCAL PATIENT IDENTIFIER (EXTENDED),6920,*,*,*,6920
2026-04-01,2026-04-30,TAH,IDS007 Disability Type,IDS007,IDS007 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAH,IDS011 Social and Personal Circumstances,I011010,SOCIAL AND PERSONAL CIRCUMSTANCE RECORDED DATE,11070,*,*,*,11070
2026-04-01,2026-04-30,TAH,IDS011 Social and Personal Circumstances,I011020,SOCIAL AND PERSONAL CIRCUMSTANCE (SNOMED CT),11070,*,*,*,11070
2026-04-01,2026-04-30,TAH,IDS011 Social and Personal Circumstances,I011901,LOCAL PATIENT IDENTIFIER (EXTENDED),11070,*,*,*,11070
2026-04-01,2026-04-30,TAH,IDS011 Social and Personal Circumstances,IDS011,IDS011 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAH,IDS012 Overseas Visitor Charging Category,I012010,OVERSEAS VISITOR CHARGING CATEGORY,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS012 Overseas Visitor Charging Category,I012020,OVERSEAS VISITOR CHARGING CATEGORY APPLICABLE DATE,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS012 Overseas Visitor Charging Category,I012901,LOCAL PATIENT IDENTIFIER (EXTENDED),*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS012 Overseas Visitor Charging Category,IDS012,IDS012 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAH,IDS101 Service or Team Referral,I101010,REFERRAL REQUEST RECEIVED DATE,6845,*,*,*,6845
2026-04-01,2026-04-30,TAH,IDS101 Service or Team Referral,I101030,SOURCE OF REFERRAL FOR IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,6845,*,*,*,6845
2026-04-01,2026-04-30,TAH,IDS101 Service or Team Referral,I101090,SERVICE DISCHARGE DATE,1810,*,*,5035,6845
2026-04-01,2026-04-30,TAH,IDS101 Service or Team Referral,I101230,YEAR AND MONTH OF SYMPTOMS ONSET (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),45,*,*,6800,6845
2026-04-01,2026-04-30,TAH,IDS101 Service or Team Referral,I101240,PREVIOUS DIAGNOSED CONDITION INDICATOR,4780,*,*,2065,6845
2026-04-01,2026-04-30,TAH,IDS101 Service or Team Referral,I101250,DISCHARGE FROM IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES SERVICE REASON,1810,*,*,5035,6845
2026-04-01,2026-04-30,TAH,IDS101 Service or Team Referral,I101901,LOCAL PATIENT IDENTIFIER (EXTENDED),6845,*,*,*,6845
2026-04-01,2026-04-30,TAH,IDS101 Service or Team Referral,I101902,SERVICE REQUEST IDENTIFIER,6845,*,*,*,6845
2026-04-01,2026-04-30,TAH,IDS101 Service or Team Referral,I101922,ORGANISATION IDENTIFIER (CODE OF COMMISSIONER),6840,*,*,*,6845
2026-04-01,2026-04-30,TAH,IDS101 Service or Team Referral,IDS101,IDS101 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAH,IDS105 Onward Referral,I105010,ONWARD REFERRAL DATE,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS105 Onward Referral,I105020,ONWARD REFERRAL REASON (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS105 Onward Referral,I105060,ONWARD REFERRAL TIME,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS105 Onward Referral,I105090,ORGANISATION IDENTIFIER (RECEIVING),*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS105 Onward Referral,I105902,SERVICE REQUEST IDENTIFIER,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS105 Onward Referral,IDS105,IDS105 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAH,IDS108 Waiting Time Pauses,I108010,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ACTIVITY SUSPENSION IDENTIFIER,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS108 Waiting Time Pauses,I108020,ACTIVITY SUSPENSION START DATE,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS108 Waiting Time Pauses,I108030,ACTIVITY SUSPENSION END DATE,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS108 Waiting Time Pauses,I108040,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES ACTIVITY SUSPENSION REASON,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS108 Waiting Time Pauses,I108902,SERVICE REQUEST IDENTIFIER,*,*,*,*,*
2026-04-01,2026-04-30,TAH,IDS108 Waiting Time Pauses,IDS108,IDS108 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201010,CARE CONTACT DATE,8500,*,*,*,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201020,CARE CONTACT TIME,8500,*,*,*,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201040,CLINICAL CONTACT DURATION OF CARE CONTACT,8410,*,*,90,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201070,CONSULTATION MECHANISM (MENTAL HEALTH),8500,*,*,*,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201080,CARE CONTACT PATIENT THERAPY MODE,8115,*,*,385,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201090,ATTENDED OR DID NOT ATTEND CODE,8500,*,*,*,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201200,APPOINTMENT SLOT SHORT NOTICE CANCELLATION INDICATOR,1030,*,*,7470,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201210,APPOINTMENT TYPE (IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES),8500,*,*,*,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201220,NUMBER OF GROUP THERAPY PARTICIPANTS,95,*,*,8405,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201230,NUMBER OF GROUP THERAPY FACILITATORS,95,*,*,8405,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201240,PSYCHOTROPIC MEDICATION USAGE INDICATION CODE,5600,*,*,2900,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201250,LANGUAGE CODE (TREATMENT),175,*,*,8325,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201260,INTERPRETER PRESENT AT CARE CONTACT INDICATION CODE,8040,10,*,450,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201270,INTERNET ENABLED THERAPY PROGRAMME,*,*,*,8500,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201280,PLANNED CARE CONTACT INDICATOR,170,*,*,8330,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201290,INTEGRATED IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES LONG TERM CONDITION SERVICE INDICATOR,8500,*,*,*,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201902,SERVICE REQUEST IDENTIFIER,8500,*,*,*,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201903,CARE CONTACT IDENTIFIER,8500,*,*,*,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201909,ACTIVITY LOCATION TYPE CODE,8325,*,*,175,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201921,ORGANISATION SITE IDENTIFIER (OF TREATMENT),*,*,*,8500,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,I201922,ORGANISATION IDENTIFIER (CODE OF COMMISSIONER),8500,*,*,*,8500
2026-04-01,2026-04-30,TAH,IDS201 Care Contact,IDS201,IDS201 Table Submission,1,0,0,0,1
2026-04-01,2026-04-30,TAH,IDS202 Care Activity,I202020,CLINICAL CONTACT DURATION OF CARE ACTIVITY,6725,*,*,*,6725
2026-04-01,2026-04-30,TAH,IDS202 Care Activity,I202050,FINDING SCHEME IN USE (MENTAL HEALTH),*,*,*,6725,6725
2026-04-01,2026-04-30,TAH,IDS202 Care Activity,I202060,CODED FINDING (CODED CLINICAL ENTRY),*,*,*,6725,6725
2026-04-01,2026-04-30,TAH,IDS202 Care Activity,I202080,CODED OBSERVATION (SNOMED CT),*,*,*,6725,6725
2026-04-01,2026-04-30,TAH,IDS202 Care Activity,I202090,OBSERVATION VALUE,*,*,*,6725,6725
